"ZDM","UPDOWN","ZDXH","JINGDU","WEIDU","XLH","BUSLINE_ID","LINETYPE_ID","CITY_ID"
"二台子","0","9","122.94537","41.13313","54","8673","10","1"
"二台子西","0","10","122.94543","41.12944","54","8673","10","1"
"二台子西","1","0","122.94543","41.12944","54","8673","10","1"
"二台子","1","1","122.94537","41.13313","54","8673","10","1"
"旧物市场","1","2","122.95148","41.1331","54","8673","10","1"
"大西街","1","3","122.95894","41.13368","54","8673","10","1"
"星火街","1","4","122.96051","41.12673","54","8673","10","1"
"铁西医院","1","5","122.96884","41.12747","54","8673","10","1"
"第三中学","1","6","122.97087","41.12619","54","8673","10","1"
"铁西区委","1","7","122.97626","41.12499","54","8673","10","1"
"联营公司","1","8","122.97993","41.12386","54","8673","10","1"
"铁西广场","1","9","122.98674","41.12174","54","8673","10","1"
"鞍山大厦","1","10","20.4994","6.85311","54","8673","10","1"
"日新小区","0","0","122.95108","41.07699","55","8674","10","1"
"兴盛南路","0","1","122.95997","41.09885","55","8674","10","1"
"双台子小区","0","2","122.95529","41.09089","55","8674","10","1"
"高占屯","0","3","122.95711","41.09401","55","8674","10","1"
"双台路","0","4","122.95575","41.09626","55","8674","10","1"
"永宁街","0","5","122.95814","41.10084","55","8674","10","1"
"南华街","0","6","122.968","41.10257","55","8674","10","1"
"二院","0","7","122.96685","41.10641","55","8674","10","1"
"九街口","0","8","122.9716","41.10492","55","8674","10","1"
"三街口","0","9","122.97702","41.10321","55","8674","10","1"
"新开街","0","10","122.97588","41.10761","55","8674","10","1"
"汇贤里小区","0","11","122.9806","41.10888","55","8674","10","1"
"妇儿医院","0","12","122.9826","41.11237","55","8674","10","1"
"十纬巷","0","13","122.98488","41.11645","55","8674","10","1"
"铁西广场","0","14","122.98674","41.12174","55","8674","10","1"
"站前","0","15","122.99162","41.12029","55","8674","10","1"
"民生东路","0","16","122.99418","41.11071","55","8674","10","1"
"老年病医院","0","17","122.98862","41.10889","55","8674","10","1"
"新兴商贸城","0","18","122.98827","41.10932","55","8674","10","1"
"新兴商贸城","1","0","122.98827","41.10932","55","8674","10","1"
"站前","1","1","122.99165","41.12029","55","8674","10","1"
"铁西广场","1","2","122.98674","41.12174","55","8674","10","1"
"十纬巷","1","3","122.98488","41.11645","55","8674","10","1"
"妇儿医院","1","4","122.98263","41.11237","55","8674","10","1"
"汇贤里小区","1","5","122.98063","41.10888","55","8674","10","1"
"新开街","1","6","122.97585","41.10761","55","8674","10","1"
"三街口","1","7","122.97699","41.10321","55","8674","10","1"
"九街口","1","8","122.97079","41.10502","55","8674","10","1"
"二院","1","9","122.96685","41.10641","55","8674","10","1"
"南华街","1","10","122.968","41.10257","55","8674","10","1"
"永宁街","1","11","122.95814","41.10084","55","8674","10","1"
"双台路","1","12","122.95575","41.09626","55","8674","10","1"
"高占屯","1","13","122.95461","41.09311","55","8674","10","1"
"双台子小区","1","14","122.95468","41.08971","55","8674","10","1"
"兴盛南路","1","15","122.95997","41.09885","55","8674","10","1"
"日新小区","1","16","122.95108","41.07699","55","8674","10","1"
"第二医院北","0","0","122.5214","41.21514","56","8675","10","1"
"大陆街","0","1","122.9732","41.11078","56","8675","10","1"
"民生西路","0","2","122.96623","41.12831","56","8675","10","1"
"自治街","0","3","122.9832","41.11857","56","8675","10","1"
"联营公司","0","4","122.97993","41.12386","56","8675","10","1"
"铁西广场","0","5","122.98674","41.12174","56","8675","10","1"
"虹桥北","0","6","122.99322","41.11976","56","8675","10","1"
"五一路","0","7","122.99769","41.12399","56","8675","10","1"
"和平桥","0","8","123.00364","41.13598","56","8675","10","1"
"团结街","0","9","123.00822","41.13152","56","8675","10","1"
"通山街","0","10","123.00784","41.13925","56","8675","10","1"
"光明街","0","11","123.0119","41.14236","56","8675","10","1"
"双山路","0","12","123.02236","41.14399","56","8675","10","1"
"自由街","0","13","123.01841","41.15091","56","8675","10","1"
"立山广场","0","14","123.03401","41.15308","56","8675","10","1"
"立山广场","1","0","123.03401","41.15308","56","8675","10","1"
"自由街","1","1","123.01841","41.15091","56","8675","10","1"
"双山路","1","2","123.02236","41.14399","56","8675","10","1"
"光明街","1","3","123.0119","41.14236","56","8675","10","1"
"通山街","1","4","123.00784","41.13925","56","8675","10","1"
"团结街","1","5","123.00822","41.13152","56","8675","10","1"
"和平桥","1","6","123.00364","41.13598","56","8675","10","1"
"五一路","1","7","122.99769","41.12399","56","8675","10","1"
"虹桥北","1","8","122.99322","41.11976","56","8675","10","1"
"铁西广场","1","9","122.98674","41.12174","56","8675","10","1"
"联营公司","1","10","122.97993","41.12386","56","8675","10","1"
"自治街","1","11","122.9832","41.11857","56","8675","10","1"
"民生西路","1","12","122.96623","41.12831","56","8675","10","1"
"大陆街","1","13","122.9732","41.11078","56","8675","10","1"
"第二医院北","1","14","122.5214","41.21514","56","8675","10","1"
"太平小区","0","0","123.0812","41.15807","57","8676","10","1"
"太平村","0","1","123.08004","41.15719","57","8676","10","1"
"工业街","0","2","123.05302","41.15091","57","8676","10","1"
"奖工街","0","3","123.04853","41.15179","57","8676","10","1"
"孟泰公园","0","4","123.03826","41.15234","57","8676","10","1"
"立山(大棚子)","0","5","123.02961","41.15111","57","8676","10","1"
"立山(大棚子)","1","0","123.02961","41.15111","57","8676","10","1"
"孟泰公园","1","1","123.03826","41.15234","57","8676","10","1"
"奖工街","1","2","123.04853","41.15179","57","8676","10","1"
"工业街","1","3","123.05302","41.15091","57","8676","10","1"
"太平村","1","4","123.08004","41.15719","57","8676","10","1"
"太平小区","1","5","123.0812","41.15807","57","8676","10","1"
"","1","6","0","0","57","8676","10","1"
"","1","7","0","0","57","8676","10","1"
"","1","8","0","0","57","8676","10","1"
"","1","9","0","0","57","8676","10","1"
"","1","10","0","0","57","8676","10","1"
"","1","11","0","0","57","8676","10","1"
"","1","12","0","0","57","8676","10","1"
"前峪","0","0","123.06167","41.14251","64","8677","10","1"
"振东轧钢厂","0","1","122.98819","41.08089","64","8677","10","1"
"四方台路","0","2","122.98804","41.0833","64","8677","10","1"
"长甸铺","0","3","122.98982","41.08601","64","8677","10","1"
"平安街","0","4","122.99159","41.08931","64","8677","10","1"
"长大广场","0","5","122.99323","41.09213","64","8677","10","1"
"解放东路","0","6","122.98499","41.10298","64","8677","10","1"
"安乐街","0","7","123.00993","41.09834","64","8677","10","1"
"卫钢街","0","8","123.00367","41.10524","64","8677","10","1"
"烈士山","0","9","122.99842","41.10916","64","8677","10","1"
"中心医院","0","10","123.0039","41.1115","64","8677","10","1"
"胜利广场","0","11","123.0032","41.11744","64","8677","10","1"
"胜利会堂","0","12","123.00818","41.12576","64","8677","10","1"
"对炉山","0","13","123.00028","41.1296","64","8677","10","1"
"光明街","0","14","123.0119","41.14236","64","8677","10","1"
"双山路","0","15","123.02239","41.14399","64","8677","10","1"
"自由街","0","16","123.01844","41.15091","64","8677","10","1"
"立山","0","17","123.03555","41.15279","64","8677","10","1"
"第三医院","0","18","123.03431","41.15479","64","8677","10","1"
"生产街","0","19","123.04342","41.15491","64","8677","10","1"
"万胜街","0","20","123.03834","41.16294","64","8677","10","1"
"北出口","0","21","123.04897","41.17228","64","8677","10","1"
"北出口","1","0","123.049","41.17228","64","8677","10","1"
"万胜街","1","1","123.03834","41.16294","64","8677","10","1"
"生产街","1","2","123.04342","41.15491","64","8677","10","1"
"第三医院","1","3","123.03431","41.15479","64","8677","10","1"
"立山","1","4","123.03555","41.15279","64","8677","10","1"
"自由街","1","5","123.01841","41.15091","64","8677","10","1"
"双山路","1","6","123.02236","41.14399","64","8677","10","1"
"光明街","1","7","123.0119","41.14236","64","8677","10","1"
"对炉山","1","8","123.00031","41.1296","64","8677","10","1"
"胜利会堂","1","9","123.00821","41.12576","64","8677","10","1"
"胜利广场","1","10","123.00323","41.11744","64","8677","10","1"
"中心医院","1","11","123.00393","41.1115","64","8677","10","1"
"烈士山","1","12","122.99842","41.10916","64","8677","10","1"
"卫钢街","1","13","123.00367","41.10524","64","8677","10","1"
"安乐街","1","14","123.00993","41.09834","64","8677","10","1"
"解放东路","1","15","122.98499","41.10298","64","8677","10","1"
"长大广场","1","16","122.99326","41.09213","64","8677","10","1"
"平安街","1","17","122.99162","41.08931","64","8677","10","1"
"长甸铺","1","18","122.98985","41.08601","64","8677","10","1"
"四方台路","1","19","122.98807","41.0833","64","8677","10","1"
"振东轧钢厂","1","20","122.98819","41.08089","64","8677","10","1"
"前峪","1","21","123.06167","41.14251","64","8677","10","1"
"第二医院北","0","0","122.5214","41.21514","101","8678","10","1"
"大陆街","0","1","122.9732","41.11078","101","8678","10","1"
"民生西路","0","2","122.96623","41.12831","101","8678","10","1"
"兴盛路","0","3","122.97484","41.12411","101","8678","10","1"
"体育街","0","4","122.96147","41.11306","101","8678","10","1"
"永乐公园","0","5","122.96471","41.12159","101","8678","10","1"
"富强街","0","6","122.95838","41.12865","101","8678","10","1"
"铁西医院","0","7","122.96876","41.1275","101","8678","10","1"
"兴盛广场","0","8","122.97521","41.12495","101","8678","10","1"
"联营公司","0","9","122.97996","41.12386","101","8678","10","1"
"铁西广场","0","10","122.9851","41.12237","101","8678","10","1"
"天河大厦","0","11","122.99571","41.11661","101","8678","10","1"
"民生东路","0","12","122.99418","41.11071","101","8678","10","1"
"山南小学","0","13","122.98741","41.09975","101","8678","10","1"
"解放路桥东","0","14","122.98792","41.10063","101","8678","10","1"
"三街口","0","15","122.97699","41.10321","101","8678","10","1"
"九街口","0","16","122.97067","41.10522","101","8678","10","1"
"第二医院","0","17","122.5214","41.21514","101","8678","10","1"
"第二医院","1","0","122.5214","41.21514","101","8678","10","1"
"九街口","1","1","122.9707","41.10522","101","8678","10","1"
"三街口","1","2","122.97702","41.10321","101","8678","10","1"
"解放路桥东","1","3","122.98792","41.10063","101","8678","10","1"
"山南小学","1","4","122.98744","41.09975","101","8678","10","1"
"民生东路","1","5","122.99418","41.11071","101","8678","10","1"
"天河大厦","1","6","122.99571","41.11661","101","8678","10","1"
"铁西广场","1","7","122.98674","41.12174","101","8678","10","1"
"联营公司","1","8","122.97993","41.12386","101","8678","10","1"
"兴盛广场","1","9","122.97518","41.12495","101","8678","10","1"
"铁西医院","1","10","122.96799","41.1279","101","8678","10","1"
"富强街","1","11","122.95838","41.12865","101","8678","10","1"
"永乐公园","1","12","122.96474","41.12159","101","8678","10","1"
"体育街","1","13","122.96147","41.11306","101","8678","10","1"
"兴盛路","1","14","122.97484","41.12411","101","8678","10","1"
"民生西路","1","15","122.96623","41.12831","101","8678","10","1"
"大陆街","1","16","122.9732","41.11078","101","8678","10","1"
"第二医院北","1","17","122.5214","41.21514","101","8678","10","1"
"化坊","0","0","0","0","103","8679","10","1"
"置地新城","0","1","122.95837","41.09434","103","8679","10","1"
"南华街","0","2","122.968","41.10257","103","8679","10","1"
"九街口","0","3","122.9707","41.10522","103","8679","10","1"
"新开街","0","4","122.97588","41.10761","103","8679","10","1"
"陶官","0","5","122.97435","41.11244","103","8679","10","1"
"民生西路","0","6","122.96623","41.12831","103","8679","10","1"
"自治街","0","7","122.98323","41.11857","103","8679","10","1"
"联营公司","0","8","122.97993","41.12386","103","8679","10","1"
"铁西广场","0","9","122.98674","41.12174","103","8679","10","1"
"鞍山站","0","10","122.99264","41.11875","103","8679","10","1"
"新兴商贸城(海原商品批发城)","0","11","122.98943","41.11049","103","8679","10","1"
"安乐街","0","12","123.00993","41.09834","103","8679","10","1"
"解放路立交桥南","0","13","0","0","103","8679","10","1"
"交通宾馆","0","14","122.97855","41.0922","103","8679","10","1"
"四方台","0","15","122.97104","41.0849","103","8679","10","1"
"千山区政府","0","16","122.96746","41.08071","103","8679","10","1"
"华冶公司","0","17","122.96611","41.07864","103","8679","10","1"
"东鞍山医院","0","18","122.96479","41.07554","103","8679","10","1"
"东鞍山医院","1","0","122.96526","41.07435","103","8679","10","1"
"华冶公司","1","1","122.96611","41.07864","103","8679","10","1"
"千山区政府","1","2","122.96746","41.08071","103","8679","10","1"
"四方台","1","3","122.97072","41.0842","103","8679","10","1"
"交通宾馆","1","4","122.97858","41.0922","103","8679","10","1"
"解放路立交桥南","1","5","0","0","103","8679","10","1"
"安乐街","1","6","122.98698","41.10644","103","8679","10","1"
"新兴商贸城(海原商品批发城)","1","7","122.98943","41.11049","103","8679","10","1"
"鞍山站","1","8","122.99251","41.11608","103","8679","10","1"
"铁西广场","1","9","122.9849","41.12242","103","8679","10","1"
"联营公司","1","10","122.98033","41.12331","103","8679","10","1"
"自治街","1","11","122.97711","41.11774","103","8679","10","1"
"民生西路","1","12","122.96623","41.12831","103","8679","10","1"
"陶官","1","13","122.97438","41.11244","103","8679","10","1"
"新开街","1","14","122.97132","41.10773","103","8679","10","1"
"九街口","1","15","122.96936","41.10431","103","8679","10","1"
"南华街","1","16","122.96803","41.10257","103","8679","10","1"
"置地新城","1","17","122.96622","41.09881","103","8679","10","1"
"化坊","1","18","0","0","103","8679","10","1"
"站前","0","0","122.99162","41.12029","113","8680","10","1"
"辽南大市场","0","1","123.00078","41.12553","113","8680","10","1"
"刨花板厂","0","2","122.98651","41.10591","113","8680","10","1"
"东鞍山医院","0","3","122.96479","41.07554","113","8680","10","1"
"鞍山城","0","4","122.94867","41.06338","113","8680","10","1"
"中所屯","0","5","122.92404","41.04275","113","8680","10","1"
"汤岗子镇政府","0","6","122.9187","41.02567","113","8680","10","1"
"二十二中","0","7","122.91894","41.02047","113","8680","10","1"
"温泉","0","8","122.91954","41.01616","113","8680","10","1"
"汤岗子","0","9","122.91343","41.01193","113","8680","10","1"
"大屯市场","0","10","122.91154","41.00629","113","8680","10","1"
"大屯","0","11","122.92232","41.00161","113","8680","10","1"
"大屯宾馆(鞍山)","0","12","122.92341","40.99486","113","8680","10","1"
"大屯宾馆","1","0","122.93209","40.9996","113","8680","10","1"
"大屯","1","1","122.92235","41.00161","113","8680","10","1"
"大屯市场","1","2","122.91157","41.00629","113","8680","10","1"
"汤岗子","1","3","122.91346","41.01193","113","8680","10","1"
"温泉","1","4","122.91957","41.01616","113","8680","10","1"
"二十二中","1","5","122.91897","41.02047","113","8680","10","1"
"汤岗子镇政府","1","6","122.91873","41.02567","113","8680","10","1"
"中所屯","1","7","122.92407","41.04275","113","8680","10","1"
"鞍山城","1","8","122.9487","41.06338","113","8680","10","1"
"东鞍山医院","1","9","122.96482","41.07554","113","8680","10","1"
"刨花板厂","1","10","122.98654","41.10591","113","8680","10","1"
"辽南大市场","1","11","123.00078","41.12553","113","8680","10","1"
"站前","1","12","122.99165","41.12029","113","8680","10","1"
"双台子","0","0","122.93434","41.0969","126支","8681","10","1"
"南地号","0","1","122.93692","41.10582","126支","8681","10","1"
"丰盛堡","0","2","122.94553","41.10759","126支","8681","10","1"
"丰盛游泳馆","0","3","122.95038","41.11217","126支","8681","10","1"
"机动车交易市场","0","4","122.94966","41.11348","126支","8681","10","1"
"传染病院","0","5","122.95226","41.11859","126支","8681","10","1"
"永乐公园","0","6","122.96471","41.12159","126支","8681","10","1"
"兴盛广场","0","7","122.97521","41.12495","126支","8681","10","1"
"铁西广场","0","8","122.98674","41.12174","126支","8681","10","1"
"站前街","0","9","122.99142","41.12047","126支","8681","10","1"
"文化街","0","10","122.99981","41.1176","126支","8681","10","1"
"文化街","1","0","122.99981","41.1176","126支","8681","10","1"
"站前街","1","1","122.99145","41.12047","126支","8681","10","1"
"铁西广场","1","2","122.98674","41.12174","126支","8681","10","1"
"兴盛广场","1","3","122.97518","41.12495","126支","8681","10","1"
"永乐公园","1","4","122.96474","41.12159","126支","8681","10","1"
"传染病院","1","5","122.95226","41.11859","126支","8681","10","1"
"机动车交易市场","1","6","122.94966","41.11348","126支","8681","10","1"
"丰盛游泳馆","1","7","122.95041","41.11217","126支","8681","10","1"
"丰盛堡","1","8","122.94556","41.10759","126支","8681","10","1"
"南地号","1","9","122.93695","41.10582","126支","8681","10","1"
"双台子","1","10","122.93437","41.0969","126支","8681","10","1"
"高新西区(通尊利源)","0","0","0","0","126","8682","10","1"
"果园街","0","1","122.9417","41.08801","126","8682","10","1"
"创业街","0","2","122.94857","41.09036","126","8682","10","1"
"双台路","0","3","122.95575","41.09626","126","8682","10","1"
"永宁街","0","4","122.95814","41.10084","126","8682","10","1"
"南华街","0","5","122.968","41.10257","126","8682","10","1"
"第二医院北","0","6","122.5214","41.21514","126","8682","10","1"
"陶官街","0","7","122.97467","41.11267","126","8682","10","1"
"民生西路","0","8","122.96623","41.12831","126","8682","10","1"
"九道街","0","9","122.9693","41.10456","126","8682","10","1"
"六道街","0","10","122.97657","41.10893","126","8682","10","1"
"民生路地道桥","0","11","122.99063","41.11288","126","8682","10","1"
"鞍山站","0","12","122.99264","41.11875","126","8682","10","1"
"鞍山大厦","0","13","20.4994","6.85311","126","8682","10","1"
"鞍山大厦","1","0","20.4994","6.85311","126","8682","10","1"
"鞍山站","1","1","122.99264","41.11875","126","8682","10","1"
"民生路地道桥","1","2","122.99063","41.11288","126","8682","10","1"
"六道街","1","3","122.97657","41.10893","126","8682","10","1"
"九道街","1","4","122.9693","41.10456","126","8682","10","1"
"民生西路","1","5","122.96623","41.12831","126","8682","10","1"
"陶官街","1","6","122.9747","41.11267","126","8682","10","1"
"第二医院北","1","7","122.5214","41.21514","126","8682","10","1"
"南华街","1","8","122.96803","41.10257","126","8682","10","1"
"永宁街","1","9","122.95814","41.10084","126","8682","10","1"
"双台路","1","10","122.95575","41.09626","126","8682","10","1"
"创业街","1","11","122.94857","41.09036","126","8682","10","1"
"果园街","1","12","122.9417","41.08801","126","8682","10","1"
"高新西区(通尊利源)","1","13","0","0","126","8682","10","1"
"","1","14","0","0","126","8682","10","1"
"","1","15","0","0","126","8682","10","1"
"永西街","0","0","122.95401","41.12253","131","8683","10","1"
"小西街","0","1","122.95517","41.12537","131","8683","10","1"
"铁西党校","0","2","122.95824","41.12612","131","8683","10","1"
"富强街","0","3","122.95838","41.12865","131","8683","10","1"
"星火街","0","4","122.96051","41.12673","131","8683","10","1"
"铁西医院","0","5","122.96802","41.1279","131","8683","10","1"
"兴盛广场","0","6","122.97521","41.12495","131","8683","10","1"
"铁西区委","0","7","122.97629","41.12499","131","8683","10","1"
"联营公司","0","8","122.97996","41.12386","131","8683","10","1"
"铁西广场","0","9","122.98677","41.12174","131","8683","10","1"
"虹桥北","0","10","122.99322","41.11976","131","8683","10","1"
"虹桥北","1","0","122.99322","41.11976","131","8683","10","1"
"铁西广场","1","1","122.98674","41.12174","131","8683","10","1"
"联营公司","1","2","122.97993","41.12386","131","8683","10","1"
"铁西区委","1","3","122.97626","41.12499","131","8683","10","1"
"兴盛广场","1","4","122.97518","41.12495","131","8683","10","1"
"铁西医院","1","5","122.96799","41.1279","131","8683","10","1"
"星火街","1","6","122.96054","41.12673","131","8683","10","1"
"富强街","1","7","122.95838","41.12865","131","8683","10","1"
"铁西党校","1","8","122.95827","41.12612","131","8683","10","1"
"小西街","1","9","122.9552","41.12537","131","8683","10","1"
"永西街","1","10","122.95404","41.12253","131","8683","10","1"
"站前","0","0","122.99162","41.12029","210","8684","10","1"
"省地道桥","0","1","0","0","210","8684","10","1"
"辽南市场","0","2","122.98782","41.10815","210","8684","10","1"
"家私城","0","3","122.99588","41.10356","210","8684","10","1"
"三十七中学","0","4","121.99002","39.40536","210","8684","10","1"
"康复中心门诊","0","5","123.00078","41.12553","210","8684","10","1"
"交警支队","0","6","123.00185","41.09523","210","8684","10","1"
"常青广场","0","7","123.00924","41.09378","210","8684","10","1"
"中医院","0","8","123.01758","41.09404","210","8684","10","1"
"二十九中学","0","9","123.02343","41.08976","210","8684","10","1"
"自来水管修","0","10","123.02375","41.08129","210","8684","10","1"
"中山家具","0","11","122.9965","41.10263","210","8684","10","1"
"高官岭","0","12","123.0279","41.07788","210","8684","10","1"
"中环公司","0","13","123.03204","41.07634","210","8684","10","1"
"崔家屯","0","14","123.04088","41.07325","210","8684","10","1"
"红楼","0","15","123.05371","41.07208","210","8684","10","1"
"北选","0","16","123.06072","41.07226","210","8684","10","1"
"大孤山铁矿","0","17","123.06258","41.06936","210","8684","10","1"
"大孤山","0","18","123.06061","41.0503","210","8684","10","1"
"花麦屯","0","19","123.05891","41.04376","210","8684","10","1"
"下石桥","0","20","123.35681","40.22679","210","8684","10","1"
"沿石厂","0","21","123.07697","41.02656","210","8684","10","1"
"上石桥","0","22","123.08499","41.02082","210","8684","10","1"
"东上石桥","0","23","123.08921","41.01723","210","8684","10","1"
